Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCF_000825565.2	XACE116	Xanthomonas citri pv. citri		NCPPB 3615					GCF_000825565.2-RS_2024_05_05	Scaffold	2014-11-19	CDHC01	173								97.25	1.77
GCA_000825505.2	XAC3610	Xanthomonas citri pv. citri		NCPPB 3610					Annotation submitted by CIRAD	Scaffold	2014-11-04	CDAO01	57								96.48	1.9
GCF_000825505.2	XAC3610	Xanthomonas citri pv. citri		NCPPB 3610					GCF_000825505.2-RS_2024_05_05	Scaffold	2014-11-04	CDAO01	57								96.48	1.9
GCA_000825585.2	XAC3615	Xanthomonas citri pv. citri		NCPPB 3615					Annotation submitted by CIRAD	Scaffold	2014-11-04	CDAM01	153								95.61	2.43
GCF_000825585.2	XAC3615	Xanthomonas citri pv. citri		NCPPB 3615					GCF_000825585.2-RS_2024_05_05	Scaffold	2014-11-04	CDAM01	153								95.61	2.43
GCA_000825605.2	XACS582	Xanthomonas citri pv. citri		JS582					Annotation submitted by CIRAD	Scaffold	2014-11-04	CDAP01	191								96.42	2.63
GCF_000825605.2	XACS582	Xanthomonas citri pv. citri		JS582					GCF_000825605.2-RS_2024_05_05	Scaffold	2014-11-04	CDAP01	191								96.42	2.63
GCA_000825625.2	XACLD7	Xanthomonas citri pv. citri		LD7-1					Annotation submitted by CIRAD	Scaffold	2014-11-04	CDAL01	157								96	2.53
GCF_000825625.2	XACLD7	Xanthomonas citri pv. citri		LD7-1					GCF_000825625.2-RS_2024_05_05	Scaffold	2014-11-04	CDAL01	157								96	2.53
GCA_007559245.1	ASM755924v1	Xanthomonas citri pv. glycines		1017					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-07-28	VMHQ01								PacBio RSII	99.35	0.46
GCF_007559245.1	ASM755924v1	Xanthomonas citri pv. glycines		1017					GCF_007559245.1-RS_2024_05_06	Contig	2019-07-28	VMHQ01								PacBio RSII	99.35	0.46
GCA_007559225.1	ASM755922v1	Xanthomonas citri pv. glycines		1045					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-07-28	VMHR01								PacBio RSII	99.07	1.18
GCF_007559225.1	ASM755922v1	Xanthomonas citri pv. glycines		1045					GCF_007559225.1-RS_2024_05_12	Contig	2019-07-28	VMHR01								PacBio RSII	99.07	1.18
GCA_001753585.1	ASM175358v1	Xanthomonas citri pv. glycines		12609					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-10-06	MKCQ01	28							Illumina NextSeq	98.61	0.74
GCF_001753585.1	ASM175358v1	Xanthomonas citri pv. glycines		12609					GCF_001753585.1-RS_2024_05_05	Scaffold	2016-10-06	MKCQ01	28							Illumina NextSeq	98.61	0.74
GCA_002899435.1	ASM289943v1	Xanthomonas citri		CFBP 7764					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-01-24	PPHE01	76							Illumina	99.35	0.38
GCF_002899435.1	ASM289943v1	Xanthomonas citri		CFBP 7764					GCF_002899435.1-RS_2024_05_05	Scaffold	2018-01-24	PPHE01	76							Illumina	99.35	0.38
GCA_016094595.1	ASM1609459v1	Xanthomonas citri		CCRMXCV17						Contig	2020-12-16	PESW01								Illumina HiSeq	99.35	0.63
GCF_016094595.1	ASM1609459v1	Xanthomonas citri		CCRMXCV17					GCF_016094595.1-RS_2024_05_06	Contig	2020-12-16	PESW01								Illumina HiSeq	99.35	0.63
GCA_016094615.1	ASM1609461v1	Xanthomonas citri		CCRMXCV117						Contig	2020-12-16	PESX01								Illumina HiSeq	99.35	0.63
GCF_016094615.1	ASM1609461v1	Xanthomonas citri		CCRMXCV117					GCF_016094615.1-RS_2024_05_06	Contig	2020-12-16	PESX01								Illumina HiSeq	99.35	0.63
GCA_963669635.1	NCPPB 3213	Xanthomonas citri					NCPPB 3213			Contig	2023-12-07	CAVLIF01								Illumina NovaSeq	98.41	0.37
GCF_963669635.1	NCPPB 3213	Xanthomonas citri					NCPPB 3213		GCF_963669635.1-RS_2024_05_06	Contig	2023-12-07	CAVLIF01								Illumina NovaSeq	98.41	0.37
GCA_020783685.1	ASM2078368v1	Xanthomonas citri		NCPPB 3162					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-07	JAJGQP01								Illumina NovaSeq	98.56	0.5
GCF_020783685.1	ASM2078368v1	Xanthomonas citri		NCPPB 3162					GCF_020783685.1-RS_2024_05_12	Contig	2021-11-07	JAJGQP01								Illumina NovaSeq	98.56	0.5
GCA_001401545.2	ASM140154v2	Xanthomonas citri		LMG 7399					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-04-03	JPYH02								Illumina HiSeq	98.88	0.44
GCF_001401545.2	ASM140154v2	Xanthomonas citri		LMG 7399					GCF_001401545.2-RS_2024_05_05	Contig	2017-04-03	JPYH02								Illumina HiSeq	98.88	0.44
GCA_963669615.1	NCPPB 1759	Xanthomonas citri					NCPPB 1759			Contig	2023-12-07	CAVLIU01								Illumina NovaSeq	97.38	0.5
GCF_963669615.1	NCPPB 1759	Xanthomonas citri					NCPPB 1759		GCF_963669615.1-RS_2024_05_12	Contig	2023-12-07	CAVLIU01								Illumina NovaSeq	97.38	0.5
GCA_002019255.1	ASM201925v1	Xanthomonas citri pv. malvacearum		LMG761					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-03-06	LOKM01								Illumina MiSeq	97.42	0.55
GCF_002019255.1	ASM201925v1	Xanthomonas citri pv. malvacearum		LMG761					GCF_002019255.1-RS_2024_05_05	Contig	2017-03-06	LOKM01								Illumina MiSeq	97.42	0.55
GCA_002920975.3	ASM292097v3	Xanthomonas citri pv. mangiferaeindicae		LG56-10						Scaffold	2018-02-07	PEBY01	4							Illumina HiSeq	97.61	0.04
GCF_002920975.3	ASM292097v3	Xanthomonas citri pv. mangiferaeindicae		LG56-10					GCF_002920975.3-RS_2024_05_06	Scaffold	2018-02-07	PEBY01	4							Illumina HiSeq	97.61	0.04
GCA_002926255.2	ASM292625v2	Xanthomonas citri pv. mangiferaeindicae		LG81-27						Scaffold	2018-02-14	PEBZ01	6							Illumina HiSeq	97.61	
GCF_002926255.2	ASM292625v2	Xanthomonas citri pv. mangiferaeindicae		LG81-27					GCF_002926255.2-RS_2024_05_06	Scaffold	2018-02-14	PEBZ01	6							Illumina HiSeq	97.61	
GCA_014858165.1	ASM1485816v1	Xanthomonas citri pv. punicae		Bagalkot					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-10-06	JAAQOY01	15							PacBio Sequel	98.45	0.12
GCF_014858165.1	ASM1485816v1	Xanthomonas citri pv. punicae		Bagalkot					GCF_014858165.1-RS_2024_05_06	Scaffold	2020-10-06	JAAQOY01	15							PacBio Sequel	98.45	0.12
GCA_025987485.1	ASM2598748v1	Xanthomonas citri pv. fuscans		1008017					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-11-03	JAPEIR01								PacBio Sequel	97.86	0.06
GCF_025987485.1	ASM2598748v1	Xanthomonas citri pv. fuscans		1008017					GCF_025987485.1-RS_2024_05_06	Contig	2022-11-03	JAPEIR01								PacBio Sequel	97.86	0.06
GCA_027257995.1	ASM2725799v1	Xanthomonas citri pv. punicae		118						Contig	2022-12-23	JAJUXB01								Illumina NextSeq; PacBio Sequel	97.8	1.64
GCF_027257995.1	ASM2725799v1	Xanthomonas citri pv. punicae		118					GCF_027257995.1-RS_2024_05_12	Contig	2022-12-23	JAJUXB01								Illumina NextSeq; PacBio Sequel	97.8	1.64
GCA_025515515.1	ASM2551551v1	Xanthomonas citri pv. punicae		119						Contig	2022-10-01	JAOPHY01								PacBio	98.82	2.7
GCF_025515515.1	ASM2551551v1	Xanthomonas citri pv. punicae		119					GCF_025515515.1-RS_2024_05_06	Contig	2022-10-01	JAOPHY01								PacBio	98.82	2.7
GCA_900234485.1	XFF6990_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6990					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCYU01	33								99.63	0.25
GCF_900234485.1	XFF6990_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6990					GCF_900234485.1-RS_2024_05_05	Scaffold	2017-12-22	OCYU01	33								99.63	0.25
GCA_900234495.1	XFF6992_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6992					Annotation submitted by Genoscope CEA	Scaffold	2017-11-30	OCYZ01	8								99.47	3.53
GCF_900234495.1	XFF6992_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6992					GCF_900234495.1-RS_2024_08_07	Scaffold	2017-11-30	OCYZ01	8								99.47	3.53
GCA_000817715.3	X621v3	Xanthomonas citri pv. fuscans		X621					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-28	JXHS03								Illumina MiSeq	98.03	0.31
GCF_000817715.3	X621v3	Xanthomonas citri pv. fuscans		X621					GCF_000817715.3-RS_2024_05_05	Contig	2015-05-28	JXHS03								Illumina MiSeq	98.03	0.31
GCA_900234505.1	XFF6970_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6970					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCYX01	93								97.9	0.31
GCF_900234505.1	XFF6970_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6970					GCF_900234505.1-RS_2024_05_05	Scaffold	2017-12-22	OCYX01	93								97.9	0.31
GCA_020879475.1	ASM2087947v1	Xanthomonas citri pv. fuscans		G55					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-15	JAJITO01								Illumina NextSeq	98.92	0.59
GCF_020879475.1	ASM2087947v1	Xanthomonas citri pv. fuscans		G55					GCF_020879475.1-RS_2024_05_06	Contig	2021-11-15	JAJITO01								Illumina NextSeq	98.92	0.59
GCA_900234515.1	XFF6960_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6960					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCYW01	94								97.93	0.14
GCF_900234515.1	XFF6960_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6960					GCF_900234515.1-RS_2024_05_05	Scaffold	2017-12-22	OCYW01	94								97.93	0.14
GCA_900234415.1	XFF1815_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP1815					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCZG01	95								97.43	0.06
GCF_900234415.1	XFF1815_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP1815					GCF_900234415.1-RS_2024_05_05	Scaffold	2017-12-22	OCZG01	95								97.43	0.06
GCA_000775185.2	NCPPB1654v2	Xanthomonas citri pv. fuscans		NCPPB 1654					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JSBR02								Illumina MiSeq	98.18	0.12
GCF_000775185.1	NCPPB1654v2	Xanthomonas citri pv. fuscans		NCPPB 1654					GCF_000775185.1-RS_2024_05_05	Contig	2015-05-13	JSBR02								Illumina MiSeq	98.18	0.12
GCA_900234455.1	XFF6166_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6166					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCYR01	93								97.93	0.12
GCF_900234455.1	XFF6166_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6166					GCF_900234455.1-RS_2024_05_05	Scaffold	2017-12-22	OCYR01	93								97.93	0.12
GCA_900234465.1	XFF7767_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP7767					Annotation submitted by Genoscope CEA	Scaffold	2017-12-22	OCYV01	103								97.93	0.1
GCF_900234465.1	XFF7767_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP7767					GCF_900234465.1-RS_2024_05_05	Scaffold	2017-12-22	OCYV01	103								97.93	0.1
GCA_000741885.1	ASM74188v1	Xanthomonas citri pv. fuscans		CFBP4884						Contig	2014-08-19	JPHG01								Illumina HiSeq	98.06	0.06
GCF_000741885.1	ASM74188v1	Xanthomonas citri pv. fuscans		CFBP4884					GCF_000741885.1-RS_2024_05_12	Contig	2014-08-19	JPHG01								Illumina HiSeq	98.06	0.06
GCA_900234475.1	XFF7766_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP7766					Annotation submitted by Genoscope CEA	Scaffold	2017-11-30	OCYY01	107								97.93	0.16
GCF_900234475.1	XFF7766_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP7766					GCF_900234475.1-RS_2024_05_05	Scaffold	2017-11-30	OCYY01	107								97.93	0.16
GCA_000786945.2	NCPPB1056v2	Xanthomonas citri pv. fuscans		NCPPB 1056					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-07	JSEV02								Illumina MiSeq	97.9	0.31
GCF_000786945.1	NCPPB1056v2	Xanthomonas citri pv. fuscans		NCPPB 1056					GCF_000786945.1-RS_2024_05_05	Contig	2015-05-07	JSEV02								Illumina MiSeq	97.9	0.31
GCA_000775215.2	NCPPB1433v2	Xanthomonas citri pv. fuscans		NCPPB 1433					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JSBT02								Illumina MiSeq	98.18	0.06
GCF_000775215.1	NCPPB1433v2	Xanthomonas citri pv. fuscans		NCPPB 1433					GCF_000775215.1-RS_2024_05_05	Contig	2015-05-13	JSBT02								Illumina MiSeq	98.18	0.06
GCA_000786925.2	NCPPB3660v2	Xanthomonas citri pv. fuscans		NCPPB 3660					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JSEX02								Illumina MiSeq	98.1	0.25
GCF_000786925.1	NCPPB3660v2	Xanthomonas citri pv. fuscans		NCPPB 3660					GCF_000786925.1-RS_2024_05_05	Contig	2015-05-13	JSEX02								Illumina MiSeq	98.1	0.25
GCA_000764875.2	NCPPB670v2	Xanthomonas citri pv. fuscans		NCPPB 670					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JRRE02								Illumina MiSeq	98.12	0.62
GCF_000764875.1	NCPPB670v2	Xanthomonas citri pv. fuscans		NCPPB 670					GCF_000764875.1-RS_2024_05_05	Contig	2015-05-13	JRRE02								Illumina MiSeq	98.12	0.62
GCA_000786935.2	NCPPB1058v2	Xanthomonas citri pv. fuscans		NCPPB 1058					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-07	JSEY02								Illumina MiSeq	97.85	0.39
GCF_000786935.1	NCPPB1058v2	Xanthomonas citri pv. fuscans		NCPPB 1058					GCF_000786935.1-RS_2024_05_05	Contig	2015-05-07	JSEY02								Illumina MiSeq	97.85	0.39
GCA_000775195.2	NCPPB2665v2	Xanthomonas citri pv. fuscans		NCPPB 2665					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JSBQ02								Illumina MiSeq	97.9	0.06
GCF_000775195.1	NCPPB2665v2	Xanthomonas citri pv. fuscans		NCPPB 2665					GCF_000775195.1-RS_2024_05_05	Contig	2015-05-13	JSBQ02								Illumina MiSeq	97.9	0.06
GCA_000827985.2	X631v2	Xanthomonas citri pv. fuscans		XCP631					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JXLW02								Illumina MiSeq	98.04	0.31
GCF_000827985.2	X631v2	Xanthomonas citri pv. fuscans		XCP631					GCF_000827985.2-RS_2024_05_05	Contig	2015-05-13	JXLW02								Illumina MiSeq	98.04	0.31
GCA_031630035.1	ASM3163003v1	Xanthomonas citri pv. punicae		Xcp-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJO01	4							Illumina	98.49	0.12
GCF_031630035.1	ASM3163003v1	Xanthomonas citri pv. punicae		Xcp-2					GCF_031630035.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJO01	4							Illumina	98.49	0.12
GCA_031630075.1	ASM3163007v1	Xanthomonas citri pv. punicae		Xcp-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJP01	5							Illumina and Nanopore	99.24	0.12
GCF_031630075.1	ASM3163007v1	Xanthomonas citri pv. punicae		Xcp-1					GCF_031630075.1-RS_2024_05_12	Scaffold	2023-09-18	JAODJP01	5							Illumina and Nanopore	99.24	0.12
GCA_031629835.1	ASM3162983v1	Xanthomonas citri pv. punicae		Xcp-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJK01	5							Illumina	98.5	0.12
GCF_031629835.1	ASM3162983v1	Xanthomonas citri pv. punicae		Xcp-6					GCF_031629835.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJK01	5							Illumina	98.5	0.12
GCA_031629875.1	ASM3162987v1	Xanthomonas citri pv. punicae		Xcp-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJJ01	5							Illumina	98.01	0.12
GCF_031629875.1	ASM3162987v1	Xanthomonas citri pv. punicae		Xcp-7					GCF_031629875.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJJ01	5							Illumina	98.01	0.12
GCA_031629895.1	ASM3162989v1	Xanthomonas citri pv. punicae		Xcp-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJL01	5							Illumina	98.5	0.12
GCF_031629895.1	ASM3162989v1	Xanthomonas citri pv. punicae		Xcp-5					GCF_031629895.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJL01	5							Illumina	98.5	0.12
GCA_031629795.1	ASM3162979v1	Xanthomonas citri pv. punicae		Xcp-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJH01	5							Illumina	97.76	0.12
GCF_031629795.1	ASM3162979v1	Xanthomonas citri pv. punicae		Xcp-9					GCF_031629795.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJH01	5							Illumina	97.76	0.12
GCA_031629995.1	ASM3162999v1	Xanthomonas citri pv. punicae		Xcp-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJM01	5							Illumina	97.76	0.12
GCF_031629995.1	ASM3162999v1	Xanthomonas citri pv. punicae		Xcp-4					GCF_031629995.1-RS_2024_05_12	Scaffold	2023-09-18	JAODJM01	5							Illumina	97.76	0.12
GCA_031630015.1	ASM3163001v1	Xanthomonas citri pv. punicae		Xcp-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJN01	5							Illumina	97.76	0.12
GCF_031630015.1	ASM3163001v1	Xanthomonas citri pv. punicae		Xcp-3					GCF_031630015.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJN01	5							Illumina	97.76	0.12
GCA_031629815.1	ASM3162981v1	Xanthomonas citri pv. punicae		Xcp-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-18	JAODJI01	4							Illumina	98.5	0.12
GCF_031629815.1	ASM3162981v1	Xanthomonas citri pv. punicae		Xcp-8					GCF_031629815.1-RS_2024_05_06	Scaffold	2023-09-18	JAODJI01	4							Illumina	98.5	0.12
GCA_000774025.2	NCPPB1402v2	Xanthomonas citri pv. fuscans		NCPPB 1402					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-05-13	JSEW02								Illumina MiSeq	97.23	0.71
GCF_000774025.2	NCPPB1402v2	Xanthomonas citri pv. fuscans		NCPPB 1402					GCF_000774025.2-RS_2024_05_05	Contig	2015-05-13	JSEW02								Illumina MiSeq	97.23	0.71
GCA_020879395.1	ASM2087939v1	Xanthomonas citri pv. fuscans		Xc70					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-15	JAJITK01								Illumina NextSeq	96.22	0.35
GCF_020879395.1	ASM2087939v1	Xanthomonas citri pv. fuscans		Xc70					GCF_020879395.1-RS_2024_05_12	Contig	2021-11-15	JAJITK01								Illumina NextSeq	96.22	0.35
GCA_900234565.1	XFF6994_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6994					Annotation submitted by Genoscope CEA	Contig	2017-11-30	OCZE01									97.2	1.23
GCF_900234565.1	XFF6994_PRJEB23080_v1	Xanthomonas citri pv. fuscans		CFBP6994					GCF_900234565.1-RS_2024_05_05	Contig	2017-11-30	OCZE01									97.2	1.23
GCA_002564485.1	ASM256448v1	Xanthomonas citri pv. viticola		CCRMXCV 80						Contig	2017-10-17	NWTJ01								Illumina HiSeq	99.89	0.9
GCF_002564485.1	ASM256448v1	Xanthomonas citri pv. viticola		CCRMXCV 80					GCF_002564485.1-RS_2024_08_15	Contig	2017-10-17	NWTJ01								Illumina HiSeq	99.89	0.9
GCA_036671965.1	ASM3667196v1	Xanthomonas citri pv. viticola		LMG 966					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-16	JALBYO01								Illumina MiSeq	99.23	
GCF_036671965.1	ASM3667196v1	Xanthomonas citri pv. viticola		LMG 966					GCF_036671965.1-RS_2024_05_06	Contig	2024-02-16	JALBYO01								Illumina MiSeq	99.23	
GCA_036671935.1	ASM3667193v1	Xanthomonas citri pv. viticola		LMG 967					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-16	JALBYN01								Illumina MiSeq	99.19	
GCF_036671935.1	ASM3667193v1	Xanthomonas citri pv. viticola		LMG 967					GCF_036671935.1-RS_2024_05_12	Contig	2024-02-16	JALBYN01								Illumina MiSeq	99.19	
GCA_002837255.1	ASM283725v1	Xanthomonas citri pv. anacardii		IBSBF2579						Contig	2017-12-12	PESI01								Illumina HiSeq	99.14	1.02
GCF_002837255.1	ASM283725v1	Xanthomonas citri pv. anacardii		IBSBF2579					GCF_002837255.1-RS_2024_05_05	Contig	2017-12-12	PESI01								Illumina HiSeq	99.14	1.02
GCA_025385145.1	ASM2538514v1	Xanthomonas citri pv. anacardii		CCRMTAQ24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNR01								Illumina HiSeq	99.6	0.83
GCF_025385145.1	ASM2538514v1	Xanthomonas citri pv. anacardii		CCRMTAQ24					GCF_025385145.1-RS_2024_05_06	Contig	2022-09-23	JAMZNR01								Illumina HiSeq	99.6	0.83
GCA_002898415.1	ASM289841v1	Xanthomonas citri pv. anacardii		TAQ18						Contig	2018-01-24	PESG01								Illumina HiSeq	99.22	0.71
GCF_002898415.1	ASM289841v1	Xanthomonas citri pv. anacardii		TAQ18					GCF_002898415.1-RS_2024_05_05	Contig	2018-01-24	PESG01								Illumina HiSeq	99.22	0.71
GCA_025385205.1	ASM2538520v1	Xanthomonas citri pv. anacardii		CCRMTAQ9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNO01								Illumina HiSeq	99.6	0.83
GCF_025385205.1	ASM2538520v1	Xanthomonas citri pv. anacardii		CCRMTAQ9					GCF_025385205.1-RS_2024_05_06	Contig	2022-09-23	JAMZNO01								Illumina HiSeq	99.6	0.83
GCA_025385235.1	ASM2538523v1	Xanthomonas citri pv. anacardii		CCRMTAQ11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNP01								Illumina HiSeq	99.47	0.83
GCF_025385235.1	ASM2538523v1	Xanthomonas citri pv. anacardii		CCRMTAQ11					GCF_025385235.1-RS_2024_05_06	Contig	2022-09-23	JAMZNP01								Illumina HiSeq	99.47	0.83
GCA_025385085.1	ASM2538508v1	Xanthomonas citri pv. anacardii		CCRMTAQ14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNQ01								Illumina HiSeq	99.6	0.83
GCF_025385085.1	ASM2538508v1	Xanthomonas citri pv. anacardii		CCRMTAQ14					GCF_025385085.1-RS_2024_05_06	Contig	2022-09-23	JAMZNQ01								Illumina HiSeq	99.6	0.83
GCA_025385125.1	ASM2538512v1	Xanthomonas citri pv. anacardii		CCRMTAQ18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNU01								Illumina HiSeq	99.55	0.83
GCF_025385125.1	ASM2538512v1	Xanthomonas citri pv. anacardii		CCRMTAQ18					GCF_025385125.1-RS_2024_05_06	Contig	2022-09-23	JAMZNU01								Illumina HiSeq	99.55	0.83
GCA_025385095.1	ASM2538509v1	Xanthomonas citri pv. anacardii		CCRMTAQ31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNT01								Illumina HiSeq	99.35	0.83
GCF_025385095.1	ASM2538509v1	Xanthomonas citri pv. anacardii		CCRMTAQ31					GCF_025385095.1-RS_2024_05_12	Contig	2022-09-23	JAMZNT01								Illumina HiSeq	99.35	0.83
GCA_025385135.1	ASM2538513v1	Xanthomonas citri pv. anacardii		CCRMTAQ29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-23	JAMZNS01								Illumina HiSeq	99.6	0.83
GCF_025385135.1	ASM2538513v1	Xanthomonas citri pv. anacardii		CCRMTAQ29					GCF_025385135.1-RS_2024_05_12	Contig	2022-09-23	JAMZNS01								Illumina HiSeq	99.6	0.83
GCA_002898475.1	ASM289847v1	Xanthomonas citri pv. anacardii		TAQ13						Contig	2018-01-24	PESH01								Illumina HiSeq	99.06	0.8
GCF_002898475.1	ASM289847v1	Xanthomonas citri pv. anacardii		TAQ13					GCF_002898475.1-RS_2024_08_07	Contig	2018-01-24	PESH01								Illumina HiSeq	99.06	0.8
GCA_000559125.1	Version 1 of Xanthomonas axonopodis pv. glycines str. 8ra genome sequences	Xanthomonas citri pv. glycines str. 8ra		8ra					Annotation submitted by Kyung Hee University	Contig	2014-02-06	JDSU01								454; Illumina HiSeq	99.1	0.71
GCF_000559125.1	Version 1 of Xanthomonas axonopodis pv. glycines str. 8ra genome sequences	Xanthomonas citri pv. glycines str. 8ra		8ra					GCF_000559125.1-RS_2024_05_05	Contig	2014-02-06	JDSU01								454; Illumina HiSeq	99.1	0.71
GCA_000259445.1	Xag	Xanthomonas citri pv. glycines str. 12-2		12-2						Contig	2012-04-23	AJJO01								454 GS-FLX; Illumina GA	97.85	0.89
