Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCA_034554165.1	ASM3455416v1	Xanthomonas campestris pv. campestris		10217A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIQB01								Illumina NovaSeq	99.4	1.21
GCF_034554165.1	ASM3455416v1	Xanthomonas campestris pv. campestris		10217A					GCF_034554165.1-RS_2024_05_06	Contig	2023-12-22	JAUIQB01								Illumina NovaSeq	99.4	1.21
GCA_041521265.1	ASM4152126v1	Xanthomonas campestris pv. campestris		NCPPB 3927					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-08-27	JBGOGE01								Illumina MiSeq	99.1	2.45
GCF_041521265.1	ASM4152126v1	Xanthomonas campestris pv. campestris		NCPPB 3927					GCF_041521265.1-RS_2024_08_28	Contig	2024-08-27	JBGOGE01								Illumina MiSeq	99.1	2.45
GCA_030362625.2	ASM3036262v2	Xanthomonas campestris pv. campestris		Xc67					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNI02								Illumina NovaSeq	99.61	1.21
GCF_030362625.2	ASM3036262v2	Xanthomonas campestris pv. campestris		Xc67					GCF_030362625.2-RS_2024_09_03	Contig	2024-09-02	JAUBNI02								Illumina NovaSeq	99.61	1.21
GCA_030362525.2	ASM3036252v2	Xanthomonas campestris pv. campestris		Xc1K2/2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNF02								Illumina NovaSeq	99.61	1.21
GCF_030362525.2	ASM3036252v2	Xanthomonas campestris pv. campestris		Xc1K2/2					GCF_030362525.2-RS_2024_09_03	Contig	2024-09-02	JAUBNF02								Illumina NovaSeq	99.61	1.21
GCA_034554115.1	ASM3455411v1	Xanthomonas campestris pv. campestris		10215A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIQA01								Illumina NovaSeq	99.4	1.21
GCF_034554115.1	ASM3455411v1	Xanthomonas campestris pv. campestris		10215A					GCF_034554115.1-RS_2024_05_12	Contig	2023-12-22	JAUIQA01								Illumina NovaSeq	99.4	1.21
GCA_030500505.1	ASM3050050v1	Xanthomonas campestris pv. campestris		SV5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMKYG01								Illumina NovaSeq	99.4	1.21
GCF_030500505.1	ASM3050050v1	Xanthomonas campestris pv. campestris		SV5					GCF_030500505.1-RS_2024_05_12	Contig	2023-07-17	JAMKYG01								Illumina NovaSeq	99.4	1.21
GCA_040194215.1	ASM4019421v1	Xanthomonas campestris pv. campestris		WHRI 3874					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVC01	77							Illumina NovaSeq	99.27	0.84
GCF_040194215.1	ASM4019421v1	Xanthomonas campestris pv. campestris		WHRI 3874					GCF_040194215.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVC01	77							Illumina NovaSeq	99.27	0.84
GCA_030362435.2	ASM3036243v2	Xanthomonas campestris pv. campestris		Xc321-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMZ02								Illumina NovaSeq	98.68	1.71
GCF_030362435.2	ASM3036243v2	Xanthomonas campestris pv. campestris		Xc321-2					GCF_030362435.2-RS_2024_09_04	Contig	2024-09-02	JAUBMZ02								Illumina NovaSeq	98.68	1.71
GCA_030500445.1	ASM3050044v1	Xanthomonas campestris pv. campestris		SA14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPH01								Illumina NovaSeq	99.17	0.9
GCF_030500445.1	ASM3050044v1	Xanthomonas campestris pv. campestris		SA14					GCF_030500445.1-RS_2024_05_12	Contig	2023-07-17	JAMXPH01								Illumina NovaSeq	99.17	0.9
GCA_021864915.1	ASM2186491v1	Xanthomonas campestris pv. campestris		GBBC 1071					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-02-01	JAHBRF01								Illumina MiniSeq	96.48	1.21
GCF_021864915.1	ASM2186491v1	Xanthomonas campestris pv. campestris		GBBC 1071					GCF_021864915.1-RS_2024_05_12	Contig	2022-02-01	JAHBRF01								Illumina MiniSeq	96.48	1.21
GCA_030361985.2	ASM3036198v2	Xanthomonas campestris pv. campestris		Xc422					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMC02								Illumina NovaSeq	98.83	1.24
GCF_030361985.2	ASM3036198v2	Xanthomonas campestris pv. campestris		Xc422					GCF_030361985.2-RS_2024_09_04	Contig	2024-09-02	JAUBMC02								Illumina NovaSeq	98.83	1.24
GCA_020990875.1	ASM2099087v1	Xanthomonas campestris pv. campestris		Ar1BCA1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQL01								Illumina HiSeq	99.42	0.76
GCF_020990875.1	ASM2099087v1	Xanthomonas campestris pv. campestris		Ar1BCA1					GCF_020990875.1-RS_2024_05_06	Contig	2021-11-27	JAFFQL01								Illumina HiSeq	99.42	0.76
GCA_034553815.1	ASM3455381v1	Xanthomonas campestris pv. campestris		6198					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPK01								Illumina NovaSeq	99.42	1.21
GCF_034553815.1	ASM3455381v1	Xanthomonas campestris pv. campestris		6198					GCF_034553815.1-RS_2024_05_12	Contig	2023-12-22	JAUIPK01								Illumina NovaSeq	99.42	1.21
GCA_020990925.1	ASM2099092v1	Xanthomonas campestris pv. campestris		Cf4B1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQM01								Illumina HiSeq	99.42	1.61
GCF_020990925.1	ASM2099092v1	Xanthomonas campestris pv. campestris		Cf4B1					GCF_020990925.1-RS_2024_05_06	Contig	2021-11-27	JAFFQM01								Illumina HiSeq	99.42	1.61
GCA_030362465.2	ASM3036246v2	Xanthomonas campestris pv. campestris		Xc321-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNA02								Illumina NovaSeq	98.68	1.71
GCF_030362465.2	ASM3036246v2	Xanthomonas campestris pv. campestris		Xc321-1					GCF_030362465.2-RS_2024_09_04	Contig	2024-09-02	JAUBNA02								Illumina NovaSeq	98.68	1.71
GCA_030362315.2	ASM3036231v2	Xanthomonas campestris pv. campestris		Xc521-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMW02								Illumina NovaSeq	99.61	1.21
GCF_030362315.2	ASM3036231v2	Xanthomonas campestris pv. campestris		Xc521-1					GCF_030362315.2-RS_2024_09_04	Contig	2024-09-02	JAUBMW02								Illumina NovaSeq	99.61	1.21
GCA_040193755.1	ASM4019375v1	Xanthomonas campestris pv. campestris		WHRI 3846B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVA01	83							Illumina NovaSeq	98.82	0.8
GCF_040193755.1	ASM4019375v1	Xanthomonas campestris pv. campestris		WHRI 3846B					GCF_040193755.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVA01	83							Illumina NovaSeq	98.82	0.8
GCA_034553355.1	ASM3455335v1	Xanthomonas campestris pv. campestris		5784					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUION01								Illumina NovaSeq	98.97	0.8
GCF_034553355.1	ASM3455335v1	Xanthomonas campestris pv. campestris		5784					GCF_034553355.1-RS_2024_05_12	Contig	2023-12-22	JAUION01								Illumina NovaSeq	98.97	0.8
GCA_040194095.1	ASM4019409v1	Xanthomonas campestris pv. campestris		WHRI 5482					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUA01	75							Illumina NovaSeq	99.27	0.9
GCF_040194095.1	ASM4019409v1	Xanthomonas campestris pv. campestris		WHRI 5482					GCF_040194095.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUA01	75							Illumina NovaSeq	99.27	0.9
GCA_034553055.1	ASM3455305v1	Xanthomonas campestris pv. campestris		5771					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOB01								Illumina NovaSeq	99.26	0.84
GCF_034553055.1	ASM3455305v1	Xanthomonas campestris pv. campestris		5771					GCF_034553055.1-RS_2024_05_12	Contig	2023-12-22	JAUIOB01								Illumina NovaSeq	99.26	0.84
GCA_001372255.1	B1459	Xanthomonas campestris pv. campestris					B-1459		Annotation submitted by CEBITEC	Contig	2015-03-19	CDNB01									98.64	1.41
GCF_001372255.1	B1459	Xanthomonas campestris pv. campestris					B-1459		GCF_001372255.1-RS_2024_05_05	Contig	2015-03-19	CDNB01									98.64	1.41
GCA_030362105.2	ASM3036210v2	Xanthomonas campestris pv. campestris		Xc272					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMK02								Illumina NovaSeq	98.83	1.6
GCF_030362105.2	ASM3036210v2	Xanthomonas campestris pv. campestris		Xc272					GCF_030362105.2-RS_2024_09_04	Contig	2024-09-02	JAUBMK02								Illumina NovaSeq	98.83	1.6
GCA_030500395.1	ASM3050039v1	Xanthomonas campestris pv. campestris		SO1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPE01								Illumina NovaSeq	98.64	0.8
GCF_030500395.1	ASM3050039v1	Xanthomonas campestris pv. campestris		SO1					GCF_030500395.1-RS_2024_05_12	Contig	2023-07-17	JAMXPE01								Illumina NovaSeq	98.64	0.8
GCA_030500495.1	ASM3050049v1	Xanthomonas campestris pv. campestris		AMN5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMKYF01								Illumina NovaSeq	97.22	1.21
GCF_030500495.1	ASM3050049v1	Xanthomonas campestris pv. campestris		AMN5					GCF_030500495.1-RS_2024_05_06	Contig	2023-07-17	JAMKYF01								Illumina NovaSeq	97.22	1.21
GCA_034553755.1	ASM3455375v1	Xanthomonas campestris pv. campestris		6023A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPH01								Illumina NovaSeq	99.26	0.84
GCF_034553755.1	ASM3455375v1	Xanthomonas campestris pv. campestris		6023A					GCF_034553755.1-RS_2024_05_12	Contig	2023-12-22	JAUIPH01								Illumina NovaSeq	99.26	0.84
GCA_034553895.1	ASM3455389v1	Xanthomonas campestris pv. campestris		6414					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPO01								Illumina NovaSeq	99.27	1.14
GCF_034553895.1	ASM3455389v1	Xanthomonas campestris pv. campestris		6414					GCF_034553895.1-RS_2024_05_06	Contig	2023-12-22	JAUIPO01								Illumina NovaSeq	99.27	1.14
GCA_034553855.1	ASM3455385v1	Xanthomonas campestris pv. campestris		6413					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPM01								Illumina NovaSeq	99.27	0.84
GCF_034553855.1	ASM3455385v1	Xanthomonas campestris pv. campestris		6413					GCF_034553855.1-RS_2024_05_12	Contig	2023-12-22	JAUIPM01								Illumina NovaSeq	99.27	0.84
GCA_034553275.1	ASM3455327v1	Xanthomonas campestris pv. campestris		5791					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOK01								Illumina NovaSeq	99.27	1.51
GCF_034553275.1	ASM3455327v1	Xanthomonas campestris pv. campestris		5791					GCF_034553275.1-RS_2024_05_12	Contig	2023-12-22	JAUIOK01								Illumina NovaSeq	99.27	1.51
GCA_034553375.1	ASM3455337v1	Xanthomonas campestris pv. campestris		5802					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOP01								Illumina NovaSeq	98.82	1.1
GCF_034553375.1	ASM3455337v1	Xanthomonas campestris pv. campestris		5802					GCF_034553375.1-RS_2024_05_12	Contig	2023-12-22	JAUIOP01								Illumina NovaSeq	98.82	1.1
GCA_034554075.1	ASM3455407v1	Xanthomonas campestris pv. campestris		8959A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPW01								Illumina NovaSeq	97.77	1.18
GCF_034554075.1	ASM3455407v1	Xanthomonas campestris pv. campestris		8959A					GCF_034554075.1-RS_2024_05_06	Contig	2023-12-22	JAUIPW01								Illumina NovaSeq	97.77	1.18
GCA_034553265.1	ASM3455326v1	Xanthomonas campestris pv. campestris		5783					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOI01								Illumina NovaSeq	98.97	0.8
GCF_034553265.1	ASM3455326v1	Xanthomonas campestris pv. campestris		5783					GCF_034553265.1-RS_2024_05_12	Contig	2023-12-22	JAUIOI01								Illumina NovaSeq	98.97	0.8
GCA_030362765.2	ASM3036276v2	Xanthomonas campestris pv. campestris		Xc35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNP02								Illumina NovaSeq	99.61	1.21
GCF_030362765.2	ASM3036276v2	Xanthomonas campestris pv. campestris		Xc35					GCF_030362765.2-RS_2024_09_03	Contig	2024-09-02	JAUBNP02								Illumina NovaSeq	99.61	1.21
GCA_030362085.2	ASM3036208v2	Xanthomonas campestris pv. campestris		Xc321					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMG02								Illumina NovaSeq	98.83	1.24
GCF_030362085.2	ASM3036208v2	Xanthomonas campestris pv. campestris		Xc321					GCF_030362085.2-RS_2024_09_04	Contig	2024-09-02	JAUBMG02								Illumina NovaSeq	98.83	1.24
GCA_030362135.2	ASM3036213v2	Xanthomonas campestris pv. campestris		Xc292					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMJ02								Illumina NovaSeq	98.85	1.24
GCF_030362135.2	ASM3036213v2	Xanthomonas campestris pv. campestris		Xc292					GCF_030362135.2-RS_2024_09_03	Contig	2024-09-02	JAUBMJ02								Illumina NovaSeq	98.85	1.24
GCA_030362305.2	ASM3036230v2	Xanthomonas campestris pv. campestris		Xc2010					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMS02								Illumina NovaSeq	98.68	1.54
GCF_030362305.2	ASM3036230v2	Xanthomonas campestris pv. campestris		Xc2010					GCF_030362305.2-RS_2024_09_04	Contig	2024-09-02	JAUBMS02								Illumina NovaSeq	98.68	1.54
GCA_034554055.1	ASM3455405v1	Xanthomonas campestris pv. campestris		8903A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPS01								Illumina NovaSeq	99.4	1.21
GCF_034554055.1	ASM3455405v1	Xanthomonas campestris pv. campestris		8903A					GCF_034554055.1-RS_2024_05_12	Contig	2023-12-22	JAUIPS01								Illumina NovaSeq	99.4	1.21
GCA_034553775.1	ASM3455377v1	Xanthomonas campestris pv. campestris		6181Rx					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPI01								Illumina NovaSeq	99.29	1.32
GCF_034553775.1	ASM3455377v1	Xanthomonas campestris pv. campestris		6181Rx					GCF_034553775.1-RS_2024_05_12	Contig	2023-12-22	JAUIPI01								Illumina NovaSeq	99.29	1.32
GCA_040194135.1	ASM4019413v1	Xanthomonas campestris pv. campestris		WHRI 6190					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVH01	78							Illumina NovaSeq	98.64	1.1
GCF_040194135.1	ASM4019413v1	Xanthomonas campestris pv. campestris		WHRI 6190					GCF_040194135.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVH01	78							Illumina NovaSeq	98.64	1.1
GCA_034553675.1	ASM3455367v1	Xanthomonas campestris pv. campestris		6018A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPD01								Illumina NovaSeq	99.12	0.8
GCF_034553675.1	ASM3455367v1	Xanthomonas campestris pv. campestris		6018A					GCF_034553675.1-RS_2024_05_12	Contig	2023-12-22	JAUIPD01								Illumina NovaSeq	99.12	0.8
GCA_040193535.1	ASM4019353v1	Xanthomonas campestris pv. campestris		WHRI 3976A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVG01	75							Illumina NovaSeq	99.27	0.9
GCF_040193535.1	ASM4019353v1	Xanthomonas campestris pv. campestris		WHRI 3976A					GCF_040193535.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVG01	75							Illumina NovaSeq	99.27	0.9
GCA_030500335.1	ASM3050033v1	Xanthomonas campestris pv. campestris		SB47_1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPB01								Illumina NovaSeq	99.4	1.06
GCF_030500335.1	ASM3050033v1	Xanthomonas campestris pv. campestris		SB47_1					GCF_030500335.1-RS_2024_05_12	Contig	2023-07-17	JAMXPB01								Illumina NovaSeq	99.4	1.06
GCA_040194015.1	ASM4019401v1	Xanthomonas campestris pv. campestris		WHRI 5489					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUC01	72							Illumina NovaSeq	99.12	1.1
GCF_040194015.1	ASM4019401v1	Xanthomonas campestris pv. campestris		WHRI 5489					GCF_040194015.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUC01	72							Illumina NovaSeq	99.12	1.1
GCA_040194265.1	ASM4019426v1	Xanthomonas campestris pv. campestris		WHRI 3852B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVB01	71							Illumina NovaSeq	99.12	1.1
GCF_040194265.1	ASM4019426v1	Xanthomonas campestris pv. campestris		WHRI 3852B					GCF_040194265.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVB01	71							Illumina NovaSeq	99.12	1.1
GCA_034552975.1	ASM3455297v1	Xanthomonas campestris pv. campestris		5741					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUINY01								Illumina NovaSeq	99.27	0.9
GCF_034552975.1	ASM3455297v1	Xanthomonas campestris pv. campestris		5741					GCF_034552975.1-RS_2024_05_12	Contig	2023-12-22	JAUINY01								Illumina NovaSeq	99.27	0.9
GCA_034553515.1	ASM3455351v1	Xanthomonas campestris pv. campestris		5806					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOS01								Illumina NovaSeq	99.27	0.84
GCF_034553515.1	ASM3455351v1	Xanthomonas campestris pv. campestris		5806					GCF_034553515.1-RS_2024_05_12	Contig	2023-12-22	JAUIOS01								Illumina NovaSeq	99.27	0.84
GCA_034553715.1	ASM3455371v1	Xanthomonas campestris pv. campestris		6019C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPF01								Illumina NovaSeq	99.27	0.9
GCF_034553715.1	ASM3455371v1	Xanthomonas campestris pv. campestris		6019C					GCF_034553715.1-RS_2024_05_12	Contig	2023-12-22	JAUIPF01								Illumina NovaSeq	99.27	0.9
GCA_040194115.1	ASM4019411v1	Xanthomonas campestris pv. campestris		WHRI 5486					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUB01	91							Illumina NovaSeq	98.94	1.13
GCF_040194115.1	ASM4019411v1	Xanthomonas campestris pv. campestris		WHRI 5486					GCF_040194115.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUB01	91							Illumina NovaSeq	98.94	1.13
GCA_002806765.1	ASM280676v1	Xanthomonas campestris pv. campestris		BrA1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-12-04	LMTU01	99							Illumina MiSeq	99.26	1.63
GCF_002806765.1	ASM280676v1	Xanthomonas campestris pv. campestris		BrA1					GCF_002806765.1-RS_2024_05_05	Scaffold	2017-12-04	LMTU01	99							Illumina MiSeq	99.26	1.63
GCA_034554135.1	ASM3455413v1	Xanthomonas campestris pv. campestris		10213					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPZ01								Illumina NovaSeq	99.4	1.21
GCF_034554135.1	ASM3455413v1	Xanthomonas campestris pv. campestris		10213					GCF_034554135.1-RS_2024_05_12	Contig	2023-12-22	JAUIPZ01								Illumina NovaSeq	99.4	1.21
GCA_034552575.1	ASM3455257v1	Xanthomonas campestris pv. campestris		5631					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUING01								Illumina NovaSeq	99.06	1.1
GCF_034552575.1	ASM3455257v1	Xanthomonas campestris pv. campestris		5631					GCF_034552575.1-RS_2024_05_12	Contig	2023-12-22	JAUING01								Illumina NovaSeq	99.06	1.1
GCA_034553365.1	ASM3455336v1	Xanthomonas campestris pv. campestris		5800					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIOO01								Illumina NovaSeq	99.27	0.9
GCF_034553365.1	ASM3455336v1	Xanthomonas campestris pv. campestris		5800					GCF_034553365.1-RS_2024_05_12	Contig	2023-12-22	JAUIOO01								Illumina NovaSeq	99.27	0.9
GCA_040193695.1	ASM4019369v1	Xanthomonas campestris pv. campestris		WHRI 3972A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVF01	80							Illumina NovaSeq	99.27	0.9
GCF_040193695.1	ASM4019369v1	Xanthomonas campestris pv. campestris		WHRI 3972A					GCF_040193695.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVF01	80							Illumina NovaSeq	99.27	0.9
GCA_034552535.1	ASM3455253v1	Xanthomonas campestris pv. campestris		5591					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUINB01								Illumina NovaSeq	99.25	0.9
GCF_034552535.1	ASM3455253v1	Xanthomonas campestris pv. campestris		5591					GCF_034552535.1-RS_2024_05_12	Contig	2023-12-22	JAUINB01								Illumina NovaSeq	99.25	0.9
GCA_030500305.1	ASM3050030v1	Xanthomonas campestris pv. campestris		TR7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPC01								Illumina NovaSeq	99.12	0.8
GCF_030500305.1	ASM3050030v1	Xanthomonas campestris pv. campestris		TR7					GCF_030500305.1-RS_2024_05_12	Contig	2023-07-17	JAMXPC01								Illumina NovaSeq	99.12	0.8
GCA_020990985.1	ASM2099098v1	Xanthomonas campestris pv. campestris		Cf3C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQN01								Illumina HiSeq	99.42	1.61
GCF_020990985.1	ASM2099098v1	Xanthomonas campestris pv. campestris		Cf3C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQN01								Illumina HiSeq	99.42	1.61
GCA_034553975.1	ASM3455397v1	Xanthomonas campestris pv. campestris		8891A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPR01								Illumina NovaSeq	98.95	1.4
GCF_034553975.1	ASM3455397v1	Xanthomonas campestris pv. campestris		8891A					GCF_034553975.1-RS_2024_05_06	Contig	2023-12-22	JAUIPR01								Illumina NovaSeq	98.95	1.4
GCA_034553995.1	ASM3455399v1	Xanthomonas campestris pv. campestris		8908					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPT01								Illumina NovaSeq	98.45	1.28
GCF_034553995.1	ASM3455399v1	Xanthomonas campestris pv. campestris		8908					GCF_034553995.1-RS_2024_05_12	Contig	2023-12-22	JAUIPT01								Illumina NovaSeq	98.45	1.28
GCA_034553955.1	ASM3455395v1	Xanthomonas campestris pv. campestris		8819					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPQ01								Illumina NovaSeq	98.9	1.91
GCF_034553955.1	ASM3455395v1	Xanthomonas campestris pv. campestris		8819					GCF_034553955.1-RS_2024_05_12	Contig	2023-12-22	JAUIPQ01								Illumina NovaSeq	98.9	1.91
GCA_040193795.1	ASM4019379v1	Xanthomonas campestris pv. campestris		WHRI 8815					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUJ01	89							Illumina NovaSeq	98.94	1.13
GCF_040193795.1	ASM4019379v1	Xanthomonas campestris pv. campestris		WHRI 8815					GCF_040193795.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUJ01	89							Illumina NovaSeq	98.94	1.13
GCA_034552595.1	ASM3455259v1	Xanthomonas campestris pv. campestris		5630					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUINF01								Illumina NovaSeq	99.12	1.1
